data_iniSE,epiweek,casos_est,casos_est_min,casos_est_max,casos,municipio_geocodigo,p_rt1,p_inc100k,Localidade_id,nivel,id,versao_modelo,Rt,municipio_nome,pop,tempmin,umidmax,receptivo,transmissao,nivel_inc,umidmed,umidmin,tempmed,tempmax,casprov,casprov_est,casprov_est_min,casprov_est_max,casconf,geocodigo,temp_min_avg,temp_max_avg,temp_med_avg,precip_total,umid_min_avg,umid_max_avg,umid_med_avg
2020-04-19,202017,1122,1122,1122,1122,4209102,1,187.73279,0,4,420910220201719600,2023-08-21,1.4567015,Joinville,597658,19.4285714285714,90.1545248571429,1,1,2,72.7307071428571,60.7139848571429,23.7499997142857,26.4285714285714,828,NA,NA,NA,NA,4209102,15.411585714285714,24.2,19.150357142857143,14.2344,55.75891428571428,98.17047142857145,81.80394285714286
2020-04-26,202018,1098,1098,1098,1098,4209102,0.99963593,183.7171,0,4,420910220201819600,2023-08-21,1.1614497,Joinville,597658,20.7142857142857,95.7853528571429,1,1,2,79.6282115714286,67.1997757142857,24.0119048571429,26.7142857142857,783,NA,NA,NA,NA,4209102,17.728885714285713,25.12211428571429,20.839042857142857,41.1658,57.43777142857143,94.59087142857145,81.20354285714286
2020-05-03,202019,1265,1265,1265,1265,4209102,0.9999859,211.65952,0,4,420910220201919600,2023-08-21,1.1898725000000001,Joinville,597658,15.5714285714286,94.7938971428571,0,1,2,72.1975124285714,56.5086892857143,20.7009802857143,24,853,NA,NA,NA,NA,4209102,12.6742,21.4938,16.750557142857144,33.408699999999996,56.58978571428571,93.57172857142858,78.24762857142858
2020-05-10,202020,1068,1068,1068,1068,4209102,0.09480072,178.69751,0,4,420910220202019600,2023-08-21,0.94557124,Joinville,597658,17.2857142857143,95.0016662857143,0,0,2,76.3358537142857,62.9525068571429,21.4761908571429,24.2857142857143,688,NA,NA,NA,NA,4209102,14.489528571428572,23.272885714285714,18.17974285714286,79.039,57.330085714285715,92.6049,80.0636
2020-05-17,202021,977,977,977,977,4209102,1.1600345e-4,163.47142,0,4,420910220202119600,2023-08-21,0.8521447,Joinville,597658,17.8571428571429,94.9850742857143,0,0,2,71.358245,54.2431015714286,22.654762,26,647,NA,NA,NA,NA,4209102,14.929385714285717,23.17705714285714,18.5159,146.56230000000002,56.59594285714286,96.25982857142856,81.47292857142857
2020-05-24,202022,768,768,768,768,4209102,4.1233683e-13,128.50159,0,4,420910220202219600,2023-08-21,0.7148044,Joinville,597658,14.7142857142857,83.1327228571429,0,0,2,58.3568525714286,42.6390261428571,20.5119048571429,24.4285714285714,548,NA,NA,NA,NA,4209102,10.257742857142857,20.865142857142857,15.005042857142858,17.1283,49.6802,84.5452,70.58577142857143
2020-05-31,202023,559,559,559,559,4209102,0,93.53175,0,4,420910220202319600,2023-08-21,0.59625256,Joinville,597658,15.7142857142857,98.21977,0,0,2,88.0370177142857,77.7355421428571,18.6547618571429,20.5714285714286,345,NA,NA,NA,NA,4209102,14.40837142857143,18.86744285714286,16.164814285714286,262.7565,74.52621428571429,94.81021428571428,87.3949142857143
2020-06-07,202024,454,454,454,454,4209102,0,75.96317,0,4,420910220202419600,2023-08-21,0.5927018,Joinville,597658,17.8571428571429,98.252440000000007,0,0,2,85.0831551428571,70.6346491428571,21.3690474285714,23.8571428571429,224,NA,NA,NA,NA,4209102,15.804428571428572,24.398914285714287,19.320642857142857,135.7489,67.96505714285715,93.27475714285714,83.96431428571428
2020-06-14,202025,431,431,431,431,4209102,6.955627e-8,72.11482,0,4,420910220202519600,2023-08-21,0.7187881,Joinville,597658,17.1428571428571,96.4914471428571,0,0,1,80.5999878571428,68.8984758571429,20.9801588571429,23.4285714285714,230,NA,NA,NA,NA,4209102,15.172914285714286,21.982685714285715,17.812571428571427,29.9288,68.05828571428572,92.2685,83.3849
2020-06-21,202026,374,374,374,374,4209102,5.8536472e-5,62.577595,0,1,420910220202619600,2023-08-21,0.7682776,Joinville,597658,16.2857142857143,96.5113405714286,0,0,1,79.2284341428571,66.1365491428571,20.3051951428571,23.2857142857143,181,NA,NA,NA,NA,4209102,14.390857142857143,23.3137,18.017857142857142,238.6156,62.97222857142857,90.18841428571427,79.26644285714286
2020-06-28,202027,242,242,242,242,4209102,2.0465851e-12,40.491386,0,1,420910220202719600,2023-08-21,0.57745725,Joinville,597658,13,85.945646,0,0,1,69.3920125714286,54.6896615714286,16.8556787142857,20.1428571428571,125,NA,NA,NA,NA,4209102,10.875614285714285,18.237885714285714,13.906757142857144,60.489799999999995,62.02151428571428,89.11552857142857,78.0222
2020-07-05,202028,209,209,209,209,4209102,8.9012975e-10,34.969833,0,1,420910220202819600,2023-08-21,0.5964129,Joinville,597658,14.7142857142857,95.8206285714286,0,0,1,80.6456228571429,68.5116552857143,18.2205628571429,20.4285714285714,55,NA,NA,NA,NA,4209102,11.9021,21.511485714285715,15.900242857142858,80.8222,65.38665714285715,93.32471428571428,82.08335714285714
2020-07-12,202029,152,152,152,152,4209102,2.6296412e-9,25.432606,0,1,420910220202919600,2023-08-21,0.560518,Joinville,597658,15,93.9293257142857,0,0,1,84.0707494285714,76.6243114285714,17.6612554285714,19.2857142857143,17,NA,NA,NA,NA,4209102,13.510885714285717,19.590271428571427,15.878485714285716,128.1571,73.47512857142857,95.69637142857142,87.20312857142858
2020-07-19,202030,129,129,129,129,4209102,7.752294e-6,21.584251,0,1,420910220203019600,2023-08-21,0.6206561,Joinville,597658,17.1428571428571,95.7886922857143,0,0,1,75.0078635714286,59.7033075714286,22.0480517142857,25.4285714285714,15,NA,NA,NA,NA,4209102,14.352314285714286,24.101971428571428,18.358471428571427,1.9584,58.72904285714286,94.48755714285714,81.87088571428572
2020-07-26,202031,71,71,71,71,4209102,9.812767e-10,11.8797035,0,1,420910220203119600,2023-08-21,0.44088322,Joinville,597658,13.8571428571429,96.409652,0,0,1,82.4820541428571,73.1077395714286,16.7920248571429,18.8571428571429,8,NA,NA,NA,NA,4209102,11.854542857142857,17.985085714285713,14.217357142857145,129.1209,72.70395714285715,94.35267142857144,86.1509
2020-08-02,202032,54,54,54,54,4209102,1.4720612000000001e-07,9.035268,0,1,420910220203219600,2023-08-21,0.44722033,Joinville,597658,15.2857142857143,97.3461334285714,0,0,1,75.9553944285714,58.8265017142857,20.4314017142857,23.4285714285714,4,NA,NA,NA,NA,4209102,12.434971428571428,21.1005,15.950928571428571,1.6057,63.154471428571426,99.13867142857144,86.22217142857143
2020-08-09,202033,45,45,45,45,4209102,2.4351676e-4,7.52939,0,1,420910220203319600,2023-08-21,0.5344357,Joinville,597658,16.5714285714286,95.7927928571429,0,0,1,83.0256574285714,71.4915304285714,19.6953338571429,22.2857142857143,1,NA,NA,NA,NA,4209102,14.454414285714286,22.790085714285716,17.708685714285714,96.6195,65.45047142857143,94.90057142857142,84.37737142857144
2020-08-16,202034,27,27,27,27,4209102,2.446703e-4,4.517634,0,1,420910220203419600,2023-08-21,0.4596836,Joinville,597658,12.7142857142857,97.3552028571429,0,0,1,84.5268541428571,71.646078,15.2929567142857,17,3,NA,NA,NA,NA,4209102,11.957471428571427,16.423957142857144,13.901328571428571,344.5753,71.51347142857142,94.33822857142856,85.05487142857143
2020-08-23,202035,25,25,25,25,4209102,0.01238705,4.1829944,0,1,420910220203519600,2023-08-21,0.5770004,Joinville,597658,12.1428571428571,99.0997914285714,0,0,0,76.2327472857143,63.064347,18.829456,22.2857142857143,3,NA,NA,NA,NA,4209102,10.610228571428571,21.131285714285713,15.330414285714289,3.1648,63.33244285714286,96.88991428571428,83.58258571428571
2020-08-30,202036,12,12,12,12,4209102,0.0011266951,2.0078373,0,1,420910220203619600,2023-08-21,0.37968737,Joinville,597658,17.4285714285714,95.8420971428571,0,0,0,88.4593814285714,79.6604757142857,19.1865907142857,21.1428571428571,0,NA,NA,NA,NA,4209102,15.471057142857145,20.9936,17.628985714285715,163.9522,76.79341428571429,95.48854285714286,88.81308571428572
2020-09-06,202037,24,24,24,24,4209102,0.5359209,4.0156746,0,1,420910220203719600,2023-08-21,1.0263075,Joinville,597658,17.7142857142857,100,0,0,0,87.0537608571429,76.6725802857143,21.1568552857143,23.8571428571429,1,NA,NA,NA,NA,4209102,17.0007,23.680585714285716,19.621585714285715,94.6415,76.25971428571428,97.95292857142856,89.79204285714286
2020-09-13,202038,16,16,16,16,4209102,0.29402167,2.6771164,0,1,420910220203819600,2023-08-21,0.8345395,Joinville,597658,17.1428571428571,98.2499085714286,0,0,0,82.9608578571429,65.963009,20.6607602857143,24.5714285714286,0,NA,NA,NA,NA,4209102,16.04367142857143,24.80341428571429,19.519042857142857,36.3025,63.17135714285714,93.27864285714286,82.03662857142857
2020-09-20,202039,28,28,28,28,4209102,0.8986679,4.6849537,0,1,420910220203919600,2023-08-21,1.4479953,Joinville,597658,14.8571428571429,95.0164728571429,0,0,1,79.0574218571429,62.3212127142857,18.3953661428571,22.1428571428571,2,NA,NA,NA,NA,4209102,13.621,20.34298571428571,16.385728571428572,29.7487,67.43672857142857,91.99525714285714,81.63812857142857
2020-09-27,202040,18,18,18,18,4209102,0.33037493,3.011756,0,1,420910220204019600,2023-08-21,0.8695753,Joinville,597658,19.1428571428571,98.2719005714286,1,0,0,85.6414055714286,71.3291927142857,22.1266337142857,26.1428571428571,1,NA,NA,NA,NA,4209102,17.976514285714288,28.07372857142857,21.93082857142857,77.6899,61.61781428571429,93.82284285714286,81.17101428571428
2020-10-04,202041,13,13,13,13,4209102,0.071410015,2.175157,0,1,420910220204119600,2023-08-21,0.6060148,Joinville,597658,17.7142857142857,100,0,0,0,90.9676074285714,79.1126547142857,20.1324111428571,22.1428571428571,0,NA,NA,NA,NA,4209102,16.6996,22.829214285714286,19.18492857142857,246.0937,74.12664285714285,96.53344285714286,88.80345714285714
2020-10-11,202042,16,16,16,16,4209102,0.30739036,2.6771164,0,1,420910220204219600,2023-08-21,0.8448854,Joinville,597658,16,98.21977,0,0,0,77.9847042857143,63.0055314285714,20.7688488571429,23.8571428571429,2,NA,NA,NA,NA,4209102,14.990071428571428,22.07212857142857,18.12997142857143,40.4465,66.90495714285714,94.20807142857144,82.9128
2020-10-18,202043,19,19,19,19,4209102,0.694641,3.1790757,0,1,420910220204319600,2023-08-21,1.1856498,Joinville,597658,19.2857142857143,98.2910742857143,1,0,0,82.3629534285714,69.6456655714286,23.1210315714286,26,1,NA,NA,NA,NA,4209102,17.21194285714286,23.726285714285712,20.19814285714286,73.0033,67.94347142857143,98.53838571428572,86.3812
2020-10-25,202044,16,16,16,16,4209102,0.4937142,2.6771164,0,1,420910220204419600,2023-08-21,0.9945238,Joinville,597658,18.2857142857143,98.3242914285714,1,0,0,75.7056545714286,57.5155108571429,23.1051585714286,26.7142857142857,1,NA,NA,NA,NA,4209102,17.013714285714286,24.478957142857144,20.340642857142857,225.7951,60.66867142857143,95.14497142857142,80.70394285714285
2020-11-01,202045,20,20,20,20,4209102,0.6795807,3.3463955,0,1,420910220204519600,2023-08-21,1.163588,Joinville,597658,14,98.1858442857143,0,0,0,71.2323467142857,54.1049867142857,19.8640871428571,23.5714285714286,1,NA,NA,NA,NA,4209102,13.332071428571428,21.077771428571427,16.9004,132.0593,60.415057142857144,93.75861428571427,78.60985714285714
2020-11-08,202046,20,20,20,20,4209102,0.63979185,3.3463955,0,1,420910220204619600,2023-08-21,1.1221031,Joinville,597658,19.7142857142857,99.1517885714286,1,0,0,84.889899285714307,71.3425887142857,23.4207264285714,26.4285714285714,0,NA,NA,NA,NA,4209102,18.175457142857145,24.2578,20.733957142857143,207.36139999999995,75.49884285714286,98.71162857142858,89.04778571428571
2020-11-15,202047,36,36,36,36,4209102,0.986522,6.023512,0,1,420910220204719600,2023-08-21,1.8244503,Joinville,597658,19,98.31222,1,1,1,83.2209737142857,65.8640961428571,21.9660947142857,25.2857142857143,3,NA,NA,NA,NA,4209102,17.5673,23.168157142857144,19.90822857142857,228.3017,68.96531428571429,96.63008571428573,85.3
2020-11-22,202048,33,33,33,33,4209102,0.8781221,5.5215526,0,2,420910220204819600,2023-08-21,1.3602005,Joinville,597658,21.2857142857143,97.4489785714286,1,0,1,80.8408528571428,67.8779225714286,24.6948877142857,27.1428571428571,0,NA,NA,NA,NA,4209102,18.820942857142857,25.60892857142857,21.775042857142857,144.5055,65.85045714285714,97.63365714285716,84.52234285714286
2020-11-29,202049,49,49,49,49,4209102,0.9790121,8.1986685,0,2,420910220204919600,2023-08-21,1.581399,Joinville,597658,21.1285714285714,NA,1,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,4209102,19.8169,25.86097142857143,22.496871428571428,252.6325,71.44395714285714,96.23738571428572,85.3608
2020-12-06,202050,43,43,43,43,4209102,0.74164504,7.1947503,0,2,420910220205019600,2023-08-21,1.1551425,Joinville,597658,20.9714285714286,NA,1,0,1,NA,NA,NA,NA,2,NA,NA,NA,NA,4209102,18.955085714285715,24.821314285714287,21.455957142857145,237.4814,73.02308571428571,97.4297,87.21348571428571
2020-12-13,202051,26,26,26,26,4209102,0.029144447,4.350314,0,2,420910220205119600,2023-08-21,0.6283726,Joinville,597658,20.8142857142857,NA,1,0,1,NA,NA,NA,NA,2,NA,NA,NA,NA,4209102,20.582857142857144,27.060442857142856,23.229157142857144,397.7587,71.60838571428572,96.71591428571428,87.4282857142857
2020-12-20,202052,10,10,10,10,4209102,1.3826133e-5,1.6731977,0,2,420910220205219600,2023-08-21,0.26464698,Joinville,597658,20.6571428571429,NA,1,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,4209102,19.56912857142857,24.739542857142855,21.889185714285713,276.2264,74.78305714285715,96.55178571428571,86.99715714285715
2020-12-27,202053,23,23,23,23,4209102,0.27327806,3.8483548,0,2,420910220205319600,2023-08-21,0.8444893,Joinville,597658,20.5,100,1,0,0,90.621012,78.9369275,22.3888895,25,0,NA,NA,NA,NA,4209102,20.2602,26.043757142857142,22.575185714285716,287.087,72.62265714285714,95.85501428571428,86.68968571428572
2021-01-03,202101,30,30,30,30,4209102,0.98412377,5.0195932,0,2,420910220210119700,2023-11-24,1.9066924,Joinville,597658,21.5714285714286,100,1,0,0,81.8423958571429,61.110328,26.1690012857143,30.8571428571429,1,NA,NA,NA,NA,4209102,20.17897142857143,27.47848571428571,23.293642857142856,372.4276,67.00112857142858,96.48924285714286,84.33851428571428
2021-01-10,202102,60,60,60,60,4209102,0.99999964,10.0391865,0,2,420910220210219700,2023-11-24,3.3784502,Joinville,597658,23,100,1,1,1,88.6393685714286,76.0780821428571,25.9057534285714,28.7142857142857,8,NA,NA,NA,NA,4209102,21.111685714285713,25.386314285714285,22.96567142857143,267.4568,81.24141428571428,97.34775714285716,90.259
2021-01-17,202103,60,60,60,60,4209102,0.99810016,10.0391865,0,3,420910220210319700,2023-11-24,1.8460507,Joinville,597658,21.1428571428571,100,1,1,1,92.3925378571429,80.591204,23.6309527142857,26,19,NA,NA,NA,NA,4209102,20.04248571428571,23.608028571428573,21.62292857142857,787.1114,86.24977142857144,96.71395714285714,92.635
2021-01-24,202104,71,71,71,71,4209102,0.9721251,11.8797035,0,3,420910220210419700,2023-11-24,1.4178352,Joinville,597658,22.5714285714286,100,1,1,1,92.41349,79.2283395714286,25.2222221428571,28.4285714285714,24,NA,NA,NA,NA,4209102,21.288457142857144,27.4649,24.11987142857143,193.282,71.70607142857142,95.91458571428572,86.15824285714285
2021-01-31,202105,84,84,84,84,4209102,0.9674578,14.054861,0,3,420910220210519700,2023-11-24,1.3585463,Joinville,597658,22.7142857142857,99.1517885714286,1,1,1,79.0556685714286,61.5701401428571,27.2511671428571,30.7142857142857,28,NA,NA,NA,NA,4209102,21.0666,28.879685714285714,24.57737142857143,157.0459,60.74008571428571,94.67527142857142,80.27751428571429
2021-02-07,202106,105,105,105,105,4209102,0.9933584,17.568577,0,3,420910220210619700,2023-11-24,1.4540646,Joinville,597658,19.8571428571429,98.3362385714286,1,1,1,81.5972108571429,64.4509712857143,23.8818855714286,27.2857142857143,31,NA,NA,NA,NA,4209102,18.40347142857143,24.953914285714287,21.3943,143.3501,66.2007,96.7208,83.32267142857143
2021-02-14,202107,118,118,118,118,4209102,0.98781890000000006,19.743732,0,3,420910220210719700,2023-11-24,1.3724388,Joinville,597658,20.4285714285714,99.1579742857143,1,1,1,79.739583,60.1009575714286,25.3255135714286,29.7142857142857,41,NA,NA,NA,NA,4209102,19.183085714285713,27.618671428571428,23.041471428571427,108.8165,60.7899,96.24878571428572,82.06142857142858
2021-02-21,202108,196,196,196,196,4209102,0.99999994,32.794674,0,3,420910220210819700,2023-11-24,1.8585845,Joinville,597658,22,98.3713357142857,1,1,1,86.7019532857143,75.7315911428571,24.3529307142857,26.5714285714286,88,NA,NA,NA,NA,4209102,20.1237,24.836728571428573,22.10985714285714,449.273,77.375,97.19404285714286,88.88744285714286
2021-02-28,202109,279,279,279,279,4209102,1,46.682217,0,3,420910220210919700,2023-11-24,1.9952817,Joinville,597658,21.4285714285714,100,1,1,1,93.4892255714286,82.7703902857143,23.4197881428571,25.8571428571429,137,NA,NA,NA,NA,4209102,20.0047,25.019542857142856,22.230428571428572,446.0851,78.59147142857142,97.25405714285714,90.24915714285714
2021-03-07,202110,454,454,454,454,4209102,1,75.96317,0,3,420910220211019700,2023-11-24,2.2166033,Joinville,597658,20,100,1,1,2,84.2848571428571,70.5069168571429,23.8888891428571,27.1428571428571,249,NA,NA,NA,NA,4209102,19.01844285714286,24.787842857142856,21.64602857142857,169.3699,72.26792857142857,96.19712857142858,86.49285714285715
2021-03-14,202111,745,745,745,745,4209102,1,124.65323,0,3,420910220211119700,2023-11-24,2.3601584,Joinville,597658,21.7142857142857,100,1,1,2,89.0695371428571,75.8549731428571,25.0809994285714,27.8571428571429,427,NA,NA,NA,NA,4209102,20.67551428571429,25.883142857142857,22.936985714285715,154.2551,75.47134285714286,96.91687142857144,88.56368571428571
2021-03-21,202112,1014,1014,1014,1014,4209102,1,169.66225,0,4,420910220211219700,2023-11-24,2.0494618,Joinville,597658,22,100,1,1,2,87.7994477142857,70.90999,25.4841271428571,29.1428571428571,550,NA,NA,NA,NA,4209102,21.056628571428572,27.25138571428571,23.613,165.34470000000002,73.63655714285714,97.37665714285714,88.72041428571428
2021-03-28,202113,1412,1412,1412,1412,4209102,1,236.25552,0,4,420910220211319700,2023-11-24,1.8962989,Joinville,597658,19,99.1328242857143,1,1,2,81.8484792857143,61.8734761428571,23.303258,27,1004,NA,NA,NA,NA,4209102,17.6688,24.56132857142857,21.0312,117.8726,64.46701428571428,95.32882857142856,82.22202857142857
2021-04-04,202114,1577,1577,1577,1577,4209102,1,263.86328,0,4,420910220211419700,2023-11-24,1.5201805,Joinville,597658,18.7142857142857,100,1,1,2,87.2494105714286,70.4707591428571,22.9240365714286,26.7142857142857,1200,NA,NA,NA,NA,4209102,17.7813,23.75677142857143,20.392485714285716,107.9019,70.32054285714285,97.86224285714286,87.41342857142857
2021-04-11,202115,1614,1614,1614,1614,4209102,1,270.0541,0,4,420910220211519700,2023-11-24,1.2230358,Joinville,597658,19.5714285714286,99.1517885714286,1,1,2,82.9826894285714,65.5418267142857,23.0665447142857,26.4285714285714,1236,NA,NA,NA,NA,4209102,17.385428571428573,23.241085714285713,20.346642857142857,62.5141,69.02577142857143,94.04908571428572,83.11994285714286
2021-04-18,202116,2287,2287,2287,2287,4209102,1,382.6603,0,4,420910220211619700,2023-11-24,1.482252,Joinville,597658,17.4285714285714,100,0,1,2,89.567513,72.9976521428571,20.730159,23.7142857142857,1837,NA,NA,NA,NA,4209102,16.29734285714286,21.586414285714287,18.50192857142857,131.7666,71.18145714285714,96.43077142857145,86.93618571428571
2021-04-25,202117,2059,2059,2059,2059,4209102,0.9999984,344.5114,0,4,420910220211719700,2023-11-24,1.1627089,Joinville,597658,16.4285714285714,100,0,1,2,80.2946495714286,58.2114651428571,21.0985061428571,24.7142857142857,1796,NA,NA,NA,NA,4209102,15.218985714285717,21.29108571428571,18.026285714285713,69.6905,65.55481428571429,95.14937142857144,82.93058571428571
2021-05-02,202118,2064,2064,2064,2064,4209102,0.8261385,345.34802,0,4,420910220211819700,2023-11-24,1.0298809,Joinville,597658,16.7142857142857,99.11983,0,0,2,83.6654128571429,67.3760687142857,20.6819448571429,24.2857142857143,1673,NA,NA,NA,NA,4209102,15.137685714285714,21.583114285714284,18.104685714285715,93.4268,70.72064285714286,95.62994285714286,86.10071428571429
2021-05-09,202119,1869,1869,1869,1869,4209102,6.983014e-4,312.72064,0,4,420910220211919700,2023-11-24,0.9031312,Joinville,597658,15,100,0,0,2,87.9540171428571,72.5964968571429,18.5752094285714,21.5714285714286,1538,NA,NA,NA,NA,4209102,13.736671428571428,19.268,16.001328571428573,123.292,74.24108571428572,95.3149,87.21121428571429
2021-05-16,202120,1470,1470,1470,1470,4209102,0,245.96007,0,4,420910220212019700,2023-11-24,0.7408945,Joinville,597658,16.5714285714286,95.7291557142857,0,0,2,81.0318328571429,64.2700818571429,20.6112155714286,23.7142857142857,1155,NA,NA,NA,NA,4209102,14.298642857142855,21.723214285714285,17.552685714285715,39.6969,66.40288571428572,97.09961428571428,86.18084285714285
2021-05-23,202121,1467,1467,1467,1467,4209102,2.3660554e-9,245.4581,0,4,420910220212119700,2023-11-24,0.81433326,Joinville,597658,13.1428571428571,97.3568628571429,0,0,2,74.0890958571429,56.4186041428571,19.1904761428571,23.2857142857143,1195,NA,NA,NA,NA,4209102,12.500528571428571,22.150114285714285,16.732742857142856,7.4888,52.93262857142857,86.47872857142858,73.19862857142857
2021-05-30,202122,982,982,982,982,4209102,0,164.30801,0,4,420910220212219700,2023-11-24,0.6264554,Joinville,597658,15.8571428571429,100,0,0,2,88.949025,74.9452042857143,19.3707487142857,22.4285714285714,669,NA,NA,NA,NA,4209102,14.856814285714286,21.65657142857143,17.5705,67.8057,72.49675714285715,96.86294285714284,88.41611428571429
2021-06-06,202123,894,894,894,894,4209102,0,149.58388,0,4,420910220212319700,2023-11-24,0.6685792,Joinville,597658,16.2857142857143,99.1263634285714,0,0,2,84.6287584285714,65.6575602857143,19.7910712857143,22.8571428571429,576,NA,NA,NA,NA,4209102,15.0072,19.0873,16.835185714285714,190.9124,78.3009,96.8237,89.85858571428571
2021-06-13,202124,612,612,612,612,4209102,0,102.3997,0,4,420910220212419700,2023-11-24,0.5645622,Joinville,597658,12.8571428571429,98.2499085714286,0,0,2,87.8083168571429,77.9909671428571,15.5081635714286,17.5714285714286,383,NA,NA,NA,NA,4209102,10.729228571428571,16.1742,13.104185714285714,152.1586,76.00135714285715,95.36652857142856,87.69377142857142
2021-06-20,202125,452,452,452,452,4209102,0,75.62854,0,4,420910220212519700,2023-11-24,0.53006077,Joinville,597658,14.7142857142857,100,0,0,2,89.246487,73.2028357142857,18.265986,21,193,NA,NA,NA,NA,4209102,13.8501,19.21961428571429,15.896728571428572,104.438,74.07285714285715,96.58498571428572,89.22277142857143
2021-06-27,202126,326,326,326,326,4209102,0,54.546246,0,4,420910220212619700,2023-11-24,0.50373435,Joinville,597658,9.71428571428571,97.2816677142857,0,0,2,77.4123437142857,60.5140478571429,15.3233908571429,19.8571428571429,101,NA,NA,NA,NA,4209102,9.2291,17.772100000000002,12.885542857142855,121.3546,62.723142857142854,91.40997142857142,79.4031
2021-07-04,202127,284,284,284,284,4209102,1.3894441e-12,47.518814,0,4,420910220212719700,2023-11-24,0.5973384,Joinville,597658,13,100,0,0,1,87.0613965714286,69.9672621428571,17.0680274285714,20.2857142857143,45,NA,NA,NA,NA,4209102,12.323414285714286,18.556057142857146,14.7994,22.9589,69.40565714285714,97.62644285714286,88.1375857142857
2021-07-11,202128,235,235,235,235,4209102,1.9686176e-7,39.320145,0,1,420910220212819700,2023-11-24,0.65647656,Joinville,597658,14.7142857142857,99.1065457142857,0,0,1,88.557472,75.7669825714286,18.3108511428571,21.4285714285714,34,NA,NA,NA,NA,4209102,12.990428571428572,21.422614285714285,16.492085714285714,31.760299999999997,65.84457142857143,95.17034285714286,84.43851428571429
2021-07-18,202129,213,213,213,213,4209102,4.028406e-4,35.63911,0,1,420910220212919700,2023-11-24,0.7401421,Joinville,597658,9.71428571428571,96.3556542857143,0,0,1,63.1788467142857,40.8973537142857,16.2557821428571,20.7142857142857,14,NA,NA,NA,NA,4209102,7.4111714285714285,18.371614285714287,12.4957,0.86,50.871228571428574,87.8644,72.98017142857142
2021-07-25,202130,154,154,154,154,4209102,4.373243e-6,25.767244,0,1,420910220213019700,2023-11-24,0.6363295,Joinville,597658,8.85714285714286,95.4668642857143,0,0,1,69.3827028571429,51.183505,14.9234432857143,19.4285714285714,9,NA,NA,NA,NA,4209102,8.041442857142858,18.086114285714284,12.77137142857143,18.2049,52.77921428571429,86.80605714285714,70.10751428571429
2021-08-01,202131,149,149,149,149,4209102,0.0016617599,24.930647,0,1,420910220213119700,2023-11-24,0.7304437,Joinville,597658,14.2857142857143,97.3459848571429,0,0,1,83.34379,70.4717652857143,17.4747251428571,19.8571428571429,11,NA,NA,NA,NA,4209102,12.287585714285717,17.65732857142857,14.428185714285714,52.407300000000006,73.5926,97.4738,88.78714285714285
2021-08-08,202132,126,126,126,126,4209102,0.0052894005,21.08229,0,1,420910220213219700,2023-11-24,0.7419437,Joinville,597658,14.4285714285714,98.2499085714286,0,0,1,87.1884334285714,72.9947432857143,16.7346938571429,19,8,NA,NA,NA,NA,4209102,12.457142857142856,18.496242857142857,14.76382857142857,258.7027,71.61168571428571,95.54448571428571,86.99468571428572
2021-08-15,202133,116,116,116,116,4209102,0.031401288,19.409094,0,1,420910220213319700,2023-11-24,0.7943181,Joinville,597658,16.8571428571429,99.11983,0,0,1,84.2718538571429,71.0996888571429,20.1993201428571,23.5714285714286,9,NA,NA,NA,NA,4209102,15.501671428571427,24.563585714285715,19.018328571428572,29.5096,65.57038571428572,97.62437142857142,85.67534285714285
2021-08-22,202134,112,112,112,112,4209102,0.12659676,18.739815,0,1,420910220213419700,2023-11-24,0.86335534,Joinville,597658,17.1428571428571,96.5597314285714,0,0,1,84.9261971428571,70.6409932857143,19.4456828571429,22.2857142857143,6,NA,NA,NA,NA,4209102,15.561542857142856,23.55277142857143,18.72105714285714,52.9249,64.02308571428571,94.57907142857142,83.07277142857143
2021-08-29,202135,122,122,122,122,4209102,0.57142484,20.413012,0,1,420910220213519700,2023-11-24,1.0234106,Joinville,597658,16.2857142857143,98.2591877142857,0,0,1,85.170963,73.301448,19.6560635714286,22.4285714285714,7,NA,NA,NA,NA,4209102,14.977942857142857,21.0173,17.345542857142856,70.85,71.93865714285714,97.49751428571427,88.30367142857142
2021-09-05,202136,97,97,97,97,4209102,0.10769283,16.230019,0,1,420910220213619700,2023-11-24,0.8435382,Joinville,597658,17.1428571428571,98.2461934285714,0,0,1,81.8644758571429,66.1687118571429,20.750691,23.8571428571429,5,NA,NA,NA,NA,4209102,15.39092857142857,22.48337142857143,18.4352,171.3975,65.91692857142857,95.57511428571428,84.50895714285714
2021-09-12,202137,82,82,82,82,4209102,0.019546824,13.7202215,0,1,420910220213719700,2023-11-24,0.7420033,Joinville,597658,17.1428571428571,98.2973257142857,0,0,1,89.7621608571429,81.2277237142857,19.1019492857143,21.1428571428571,4,NA,NA,NA,NA,4209102,15.617971428571428,21.640857142857143,18.03567142857143,170.3988,76.62301428571429,97.44988571428571,88.96077142857143
2021-09-19,202138,88,88,88,88,4209102,0.20211801,14.72414,0,1,420910220213819700,2023-11-24,0.8854116,Joinville,597658,17,96.5112062857143,0,0,1,81.6315165714286,66.2577838571429,20.1801587142857,23.1428571428571,0,NA,NA,NA,NA,4209102,14.782471428571428,21.58417142857143,17.849514285714285,43.3685,70.48415714285714,94.85187142857144,84.68307142857142
